ticker,title,url,time_published,source,summary,sentiment_score,sentiment_label,ticker_sentiment_score,ticker_sentiment_label,relevance_score,category,ai_keywords_found
WDAY,This Is What Whales Are Betting On Workday - Workday  ( NASDAQ:WDAY ) ,https://www.benzinga.com/markets/options/23/09/35010066/this-is-what-whales-are-betting-on-workday,20230929T184831,Benzinga,"Someone with a lot of money to spend has taken a bearish stance on Workday WDAY. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know.",0.130068,Neutral,0.749418,Neutral,0,focused,AI
WDAY,Market Rally Attempt Underway: Weekly Review,https://www.investors.com/news/stock-market-rally-attempt-underway-micron-nike-amazon-meta-in-focus-weekly-review/,20230929T162900,Investors Business Daily,Stock Market Rally Attempt Underway: Weekly Investor's Business Daily ...,0.004917,Neutral,0.137357,Neutral,0,focused,AI
WDAY,"AI Stocks Cool Off But Amazon, Meta Take Aim At Cloud, Consumer Apps",https://www.investors.com/news/technology/ai-stocks-cool-off-but-amazon-meta-take-aim-at-cloud-consumer-apps/,20230929T130500,Investors Business Daily,"AI Stocks Cool Off But Amazon, Meta Take Aim At Cloud, Consumer ... Investor's Business Daily ...",0.033574,Neutral,0.256719,Neutral,0,focused,AI
WDAY,Stock Upgrades: Cloudflare Shows Rising Relative Strength,https://www.investors.com/ibd-data-stories/stock-upgrades-cloudflare-shows-rising-relative-strength-4/,20230929T070000,Investors Business Daily,"When looking for the best stocks to buy and watch, focus on those with rising relative price strength. One stock that fits that bill is Cloudflare ( NET ) , which had its Relative Strength ( RS ) Rating upgraded from 78 to 84 Friday.",0.347069,Somewhat-Bullish,0.329551,Neutral,0,broad,
WDAY,Rally Attempt Gains Steam; Meta Leads 9 Stocks To Watch,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-rally-attempt-gains-steam-with-inflation-data-due-meta-leads-9-stocks-to-watch/,20230928T205400,Investors Business Daily,Rally Attempt Gains Steam. Meta Leads 9 Stocks To Watch Investor's Business Daily ...,0.103451,Neutral,0.052743,Neutral,0,focused,AI
WDAY,Workday  ( WDAY )  Boosts Adaptive Planning With Advanced AI,https://www.zacks.com/stock/news/2157265/workday-wday-boosts-adaptive-planning-with-advanced-ai,20230928T163300,Zacks Commentary,Workday (WDAY) introduces cutting edge AI capabilities in Workday Adaptive Planning to address complex multi-dimensional planning requirements in business operations.,0.390025,Bullish,0.331765,Bullish,0,focused,AI
WDAY,"Workday and ADP Expand Partnership to Deliver Enhanced Global Payroll, Compliance, and HR for Joint Customers - Automatic Data Processing  ( NASDAQ:ADP ) , Workday  ( NASDAQ:WDAY ) ",https://www.benzinga.com/pressreleases/23/09/n34981881/workday-and-adp-expand-partnership-to-deliver-enhanced-global-payroll-compliance-and-hr-for-joint-,20230928T162000,Benzinga,"Deeper Partnership Will Help Customers Navigate Increasing Payroll and HR Complexities in the Changing World of Work SAN FRANCISCO, Sept. 28, 2023 /PRNewswire/ -- Workday, Inc.",0.327425,Somewhat-Bullish,0.767379,Bullish,0,broad,
WDAY,"Workday and ADP Expand Partnership to Deliver Enhanced Global Payroll, Compliance, and HR for Joint Customers",https://www.prnewswire.com/news-releases/workday-and-adp-expand-partnership-to-deliver-enhanced-global-payroll-compliance-and-hr-for-joint-customers-301942044.html,20230928T162000,PR Newswire,Deeper Partnership Will Help Customers Navigate Increasing Payroll and HR Complexities in the Changing World of Work,0.226339,Somewhat-Bullish,0.64354,Somewhat-Bullish,0,broad,
WDAY,Why Workday Stock Is Tumbling Thursday - Workday  ( NASDAQ:WDAY ) ,https://www.benzinga.com/news/23/09/34975603/why-workday-stock-is-tumbling-thursday,20230928T133838,Benzinga,Workday Inc WDAY shares are trading lower after the company lowered its longer-term annual subscription growth guidance late Wednesday. Several analysts cut price targets on Thursday. What To Know: Workday held its financial analyst day on Wednesday.,-0.091152,Neutral,0.989477,Neutral,0,broad,
WDAY,"Array Technologies To Rally Around 29%? Here Are 10 Other Analyst Forecasts For Thursday - Array Technologies  ( NASDAQ:ARRY ) , Agora  ( NASDAQ:API ) ",https://www.benzinga.com/news/23/09/34971792/array-technologies-to-rally-around-29-here-are-10-other-analyst-forecasts-for-thursday,20230928T115306,Benzinga,"Stifel cut the price target for Sensata Technologies Holding plc ST from $48 to $44. Stifel analyst Matthew Sheerin maintained a Hold rating. Sensata Technologies shares rose 2.8% to close at $37.18 on Wednesday. Citigroup lowered Roku, Inc. ROKU price target from $100 to $78.",0.029133,Neutral,0.287762,Somewhat-Bearish,0,focused,AI
WDAY,Workday Plunges As New Management Lowers Revenue Outlook,https://www.investors.com/news/technology/wday-stock-workday-plunges-new-management-lowers-revenue-outlook/,20230928T114800,Investors Business Daily,"Software maker Workday ( WDAY ) lowered its outlook for subscription revenue growth through fiscal 2027 at an analyst day on Wednesday. WDAY stock plunged on the revised forecast. Workday said it now expects subscription revenue growth in a range of 17% to 19% in the next three fiscal years, ...",0.084129,Neutral,0.942626,Somewhat-Bullish,0,focused,AI
WDAY,"Micron, Concentrix And Other Big Stocks Moving Lower In Thursday's Pre-Market Session - Concentrix  ( NASDAQ:CNXC ) , Cool Co  ( NYSE:CLCO ) ",https://www.benzinga.com/news/23/09/34970706/micron-concentrix-and-other-big-stocks-moving-lower-in-thursdays-pre-market-session,20230928T112102,Benzinga,"U.S. stock futures traded lower this morning on Thursday. Here are some big stocks recording losses in today's pre-market trading session. Workday, Inc. WDAY shares dipped 10.1% to $207.61 in pre-market trading. Piper Sandler maintained Workday with an Overweight and lowered the price target from ...",-0.095654,Neutral,0.479683,Somewhat-Bearish,0,focused,AI
WDAY,"Nasdaq, S&P 500 Futures Show Edginess As Bond Yields Continue To Surge; Analyst Says Be 'Locked And Loaded' In These Stocks Ahead Of Earnings Season - BlackBerry  ( NYSE:BB ) , UiPath  ( NYSE:PATH ) , Steelcase  ( NYSE:SCS ) , Zumiez  ( NASDAQ:ZUMZ ) ",https://www.benzinga.com/news/earnings/23/09/34970042/nasdaq-s-p-500-futures-show-edginess-as-bond-yields-continue-to-surge-analyst-says-be-locked-and-lo,20230928T105941,Benzinga,"Sentiment continues to be tentative as the index futures point to a nervous start ahead of some key economic data. The final second-quarter GDP, jobless claims, pending home sales data, and speech by Federal Reserve officials, including Chair Jerome Powell, could play a part in guiding sentiment ...",0.08032,Neutral,0.087185,Neutral,0,focused,AI
